deployment_name,archetype,platform,memory_mb,image_size,block_index,invocation_frequency,traffic_cv,duration_tier,block_start_utc,total_requests,error_count,error_rate_pct,p50_latency_ms,p95_latency_ms,p99_latency_ms,mean_latency_ms,throughput_rps,image_size_mb,state_management,cold_start_rate_pct,cold_start_duration_ms,alb_lcu_cost_usd,estimated_cost_usd,invocation_frequency_numeric,duration_tier_numeric,log_invocations,sustained_load,arch_enterprise-microservice,arch_event-driven-api,arch_ml-inference,platform_is_lambda
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,29,100k,0.5,medium,2026-05-10 23:44:52.901190+00:00,6229,0,0.0,105.77,109.74,121.19,106.42,1.1535,50,0,0.0,0.0,0.00025995,0.14837,100000,2000,11.512925464970229,200.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,29,100k,0.5,medium,2026-05-10 23:46:37.454292+00:00,6302,0,0.0,61.28,70.61,81.12,62.35,1.167,250,0,0.0,0.0,0.0,0.014358,100000,2000,11.512925464970229,200.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,29,100k,0.5,medium,2026-05-10 23:48:20.343016+00:00,6249,0,0.0,521.13,538.39,565.78,522.88,1.1572,250,0,0.0,0.0,0.00025609,0.148366,100000,2000,11.512925464970229,200.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,29,100k,0.5,medium,2026-05-10 23:52:11.884145+00:00,6278,0,0.0,8.28,11.64,20.86,8.97,1.1626,50,1,0.0,0.0,0.00025138,0.037279,100000,2000,11.512925464970229,200.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,29,100k,0.5,medium,2026-05-10 23:53:08.102223+00:00,6219,0,0.0,5.71,8.66,17.27,6.31,1.1517,250,1,0.0,0.0,0.00024983,0.037277,100000,2000,11.512925464970229,200.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,29,100k,0.5,medium,2026-05-11 00:05:39.781394+00:00,6283,0,0.0,6.99,9.31,15.38,7.46,1.1635,250,1,0.0,0.0,0.00023636,0.148346,100000,2000,11.512925464970229,200.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,29,100k,0.5,medium,2026-05-11 00:09:07.433913+00:00,6207,0,0.0,79.11,95.59,115.19,80.16,1.1494,50,0,0.0161,1763.43,0.0,0.005388,100000,2000,11.512925464970229,200.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,29,100k,0.5,medium,2026-05-11 00:18:29.562480+00:00,6175,0,0.0,43.34,55.9,84.46,44.8,1.1435,50,0,0.0,0.0,0.00023141,0.037259,100000,2000,11.512925464970229,200.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,29,100k,0.5,medium,2026-05-11 00:29:20.570668+00:00,6298,0,0.0,107.36,120.58,131.47,108.71,1.1663,50,0,0.0159,4162.95,0.0,0.024081,100000,2000,11.512925464970229,200.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,29,100k,0.5,medium,2026-05-11 00:36:06.208420+00:00,6258,0,0.0,38.07,45.44,58.18,38.39,1.1589,250,0,0.0,0.0,0.00022015,0.14833,100000,2000,11.512925464970229,200.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,29,100k,0.5,medium,2026-05-11 01:01:45.825761+00:00,6318,0,0.0,106.59,119.08,130.22,107.96,1.17,250,0,0.0,0.0,0.0,0.024,100000,2000,11.512925464970229,200.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,30,100k,0.5,large,2026-05-11 01:02:15.124854+00:00,2415,0,0.0,2208.6,2313.25,2838.11,2236.89,0.4472,250,0,0.0,0.0,0.00020581,0.037233,100000,5000,11.512925464970229,500.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,30,100k,0.5,large,2026-05-11 01:05:44.569740+00:00,6245,0,0.0,34.93,42.57,49.12,35.64,1.1565,250,1,0.0,0.0,0.0,0.008668,100000,5000,11.512925464970229,500.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,30,100k,0.5,large,2026-05-11 01:13:06.643165+00:00,6267,0,0.0,61.39,70.92,86.03,62.39,1.1606,250,0,0.016,760.66,0.0,0.004512,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,30,100k,0.5,large,2026-05-11 01:14:26.074846+00:00,2570,0,0.0,2063.87,2370.12,3179.62,2101.67,0.4759,50,0,0.0,0.0,0.00020891,0.037236,100000,5000,11.512925464970229,500.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,30,100k,0.5,large,2026-05-11 01:16:38.830047+00:00,6243,0,0.0,69.61,81.88,95.0,70.68,1.1561,250,0,0.0,0.0,0.0,0.015957,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,30,100k,0.5,large,2026-05-11 01:17:44.539231+00:00,2326,0,0.0,2295.9,2503.61,3121.35,2322.47,0.4307,50,0,0.0,0.0,0.00021141,0.037239,100000,5000,11.512925464970229,500.0,0,0,0,0
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,30,100k,0.5,large,2026-05-11 01:18:25.079642+00:00,6304,0,0.0,68.85,76.94,85.02,69.32,1.1674,50,0,0.0,0.0,0.00021219,0.148322,100000,5000,11.512925464970229,500.0,0,1,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,30,100k,0.5,large,2026-05-11 01:19:06.429623+00:00,6194,0,0.0,82.01,101.22,115.6,83.14,1.147,250,0,0.0161,1393.34,0.0,0.00553,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,30,100k,0.5,large,2026-05-11 01:19:07.285055+00:00,6228,0,0.0,69.58,80.71,93.79,70.51,1.1533,50,0,0.0161,1367.36,0.0,0.015884,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,30,100k,0.5,large,2026-05-11 01:21:01.823696+00:00,6290,0,0.0,35.21,43.05,48.8,36.0,1.1648,50,1,0.0159,411.55,0.0,0.003145,100000,5000,11.512925464970229,500.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,30,100k,0.5,large,2026-05-11 01:22:27.228032+00:00,4136,0,0.0,1302.46,1323.17,1401.43,1305.64,0.7659,250,0,0.0,0.0,0.00021533,0.148325,100000,5000,11.512925464970229,500.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,30,100k,0.5,large,2026-05-11 01:24:55.170615+00:00,6225,0,0.0,61.24,70.27,87.27,62.16,1.1528,50,0,0.0,0.0,0.0,0.00447,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,30,100k,0.5,large,2026-05-11 01:27:25.094463+00:00,6257,0,0.0,310.02,342.67,364.81,312.15,1.1587,250,0,0.016,4547.06,0.0,0.017527,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,30,100k,0.5,large,2026-05-11 01:28:25.831079+00:00,6247,0,0.0,118.08,155.85,202.17,122.89,1.1569,250,0,0.0,0.0,0.00021924,0.037247,100000,5000,11.512925464970229,500.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,30,100k,0.5,large,2026-05-11 01:29:53.992612+00:00,5506,0,0.0,981.67,1003.58,1018.08,980.82,1.0196,50,0,0.0,0.0,0.00021943,0.148329,100000,5000,11.512925464970229,500.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,30,100k,0.5,large,2026-05-11 01:31:38.241158+00:00,6288,0,0.0,61.53,70.63,82.07,62.43,1.1644,250,0,0.0,0.0,0.0,0.014343,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,30,100k,0.5,large,2026-05-11 01:33:22.333473+00:00,4662,0,0.0,1155.51,1182.55,1262.86,1158.43,0.8633,250,0,0.0,0.0,0.00021811,0.148328,100000,5000,11.512925464970229,500.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,30,100k,0.5,large,2026-05-11 01:37:12.047249+00:00,6249,0,0.0,8.67,12.42,24.95,9.45,1.1572,50,1,0.0,0.0,0.00021692,0.037244,100000,5000,11.512925464970229,500.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,30,100k,0.5,large,2026-05-11 01:38:08.542162+00:00,6233,0,0.0,5.51,8.68,18.18,6.14,1.1543,250,1,0.0,0.0,0.00021633,0.037244,100000,5000,11.512925464970229,500.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,30,100k,0.5,large,2026-05-11 01:50:40.672659+00:00,6244,0,0.0,7.35,10.34,18.79,7.93,1.1563,250,1,0.0,0.0,0.0002134,0.148323,100000,5000,11.512925464970229,500.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,30,100k,0.5,large,2026-05-11 01:54:08.306675+00:00,6209,0,0.0,80.85,100.5,116.94,82.23,1.1498,50,0,0.0161,1746.84,0.0,0.005497,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,30,100k,0.5,large,2026-05-11 02:03:29.609853+00:00,6240,0,0.0,107.87,150.59,247.48,115.55,1.1556,50,0,0.0,0.0,0.00022067,0.037248,100000,5000,11.512925464970229,500.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,30,100k,0.5,large,2026-05-11 02:14:20.592346+00:00,6286,0,0.0,109.05,125.46,140.01,111.04,1.1641,50,0,0.0159,4380.07,0.0,0.024524,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,30,100k,0.5,large,2026-05-11 02:21:06.262702+00:00,6221,0,0.0,76.84,85.09,99.39,77.52,1.152,250,0,0.0,0.0,0.00022797,0.148338,100000,5000,11.512925464970229,500.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,30,100k,0.5,large,2026-05-11 02:46:47.656728+00:00,6274,0,0.0,108.42,125.16,139.15,110.64,1.1619,250,0,0.0,0.0,0.0,0.024393,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-batch-transform-512mb-standard-container,batch-transform,fargate,512,standard,31,100k,2.0,small,2026-05-11 02:47:17.226894+00:00,6254,0,0.0,41.85,50.94,81.6,43.09,1.1581,250,0,0.0,0.0,0.00024344,0.037271,100000,500,11.512925464970229,50.0,0,0,0,0
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,31,100k,2.0,small,2026-05-11 02:50:45.199004+00:00,6171,0,0.0,34.47,42.82,49.8,35.36,1.1428,250,1,0.0,0.0,0.0,0.008508,100000,500,11.512925464970229,50.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,31,100k,2.0,small,2026-05-11 02:58:06.798473+00:00,6216,0,0.0,61.68,71.63,92.7,65.54,1.1511,250,0,0.0161,597.42,0.0,0.004638,100000,500,11.512925464970229,50.0,0,1,0,1
svc-ml-inference-512mb-slim-container,ml-inference,fargate,512,slim,31,100k,2.0,small,2026-05-11 02:59:27.384097+00:00,6187,0,0.0,64.17,99.06,218.84,72.45,1.1457,50,0,0.0,0.0,0.0002539,0.037281,100000,500,11.512925464970229,50.0,0,0,1,0
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,31,100k,2.0,small,2026-05-11 03:01:39.201227+00:00,6483,0,0.0,68.66,80.12,94.47,69.73,1.2006,250,0,0.0,0.0,0.0,0.016365,100000,500,11.512925464970229,50.0,0,0,0,1
svc-batch-transform-512mb-slim-container,batch-transform,fargate,512,slim,31,100k,2.0,small,2026-05-11 03:02:46.634860+00:00,6338,0,0.0,41.22,57.52,98.18,43.23,1.1737,50,0,0.0,0.0,0.00025697,0.037284,100000,500,11.512925464970229,50.0,0,0,0,0
svc-event-driven-api-2gb-slim-container,event-driven-api,fargate,2048,slim,31,100k,2.0,small,2026-05-11 03:03:25.100161+00:00,6329,0,0.0,30.48,34.8,43.83,30.76,1.172,50,0,0.0,0.0,0.00025775,0.148368,100000,500,11.512925464970229,50.0,0,1,0,0
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,31,100k,2.0,small,2026-05-11 03:04:07.062078+00:00,6234,0,0.0,80.27,99.24,115.53,81.39,1.1544,250,0,0.016,1299.65,0.0,0.005475,100000,500,11.512925464970229,50.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,31,100k,2.0,small,2026-05-11 03:04:07.502210+00:00,6324,0,0.0,69.16,80.44,93.48,70.2,1.1711,50,0,0.0158,1479.29,0.0,0.016063,100000,500,11.512925464970229,50.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,31,100k,2.0,small,2026-05-11 03:06:02.275833+00:00,6235,0,0.0,34.46,42.34,48.35,35.39,1.1546,50,1,0.016,482.75,0.0,0.003086,100000,500,11.512925464970229,50.0,1,0,0,1
svc-batch-transform-2gb-standard-container,batch-transform,fargate,2048,standard,31,100k,2.0,small,2026-05-11 03:07:27.401855+00:00,6164,0,0.0,38.39,46.07,58.92,38.83,1.1415,250,0,0.0,0.0,0.00026024,0.14837,100000,500,11.512925464970229,50.0,0,0,0,0
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,31,100k,2.0,small,2026-05-11 03:09:56.089907+00:00,6208,0,0.0,61.07,70.28,87.11,62.1,1.1496,50,0,0.0,0.0,0.0,0.004454,100000,500,11.512925464970229,50.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,31,100k,2.0,small,2026-05-11 03:12:25.132047+00:00,6108,0,0.0,302.67,340.48,372.03,309.38,1.1311,250,0,0.0164,4632.2,0.0,0.016969,100000,500,11.512925464970229,50.0,0,0,1,1
svc-event-driven-api-512mb-standard-container,event-driven-api,fargate,512,standard,31,100k,2.0,small,2026-05-11 03:13:25.847303+00:00,6202,0,0.0,33.83,38.39,54.33,34.38,1.1485,250,0,0.0,0.0,0.00026238,0.03729,100000,500,11.512925464970229,50.0,0,1,0,0
svc-batch-transform-2gb-slim-container,batch-transform,fargate,2048,slim,31,100k,2.0,small,2026-05-11 03:14:54.423242+00:00,6247,0,0.0,34.84,42.47,52.93,35.3,1.1569,50,0,0.0,0.0,0.00026255,0.148373,100000,500,11.512925464970229,50.0,0,0,0,0
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,31,100k,2.0,small,2026-05-11 03:16:38.473470+00:00,6289,0,0.0,60.85,70.16,79.62,61.69,1.1646,250,0,0.0,0.0,0.0,0.01419,100000,500,11.512925464970229,50.0,0,1,0,1
svc-ml-inference-2gb-standard-container,ml-inference,fargate,2048,standard,31,100k,2.0,small,2026-05-11 03:18:22.959738+00:00,6310,0,0.0,55.11,60.06,72.66,55.63,1.1685,250,0,0.0,0.0,0.00026026,0.14837,100000,500,11.512925464970229,50.0,0,0,1,0
svc-enterprise-microservice-512mb-slim-container,enterprise-microservice,fargate,512,slim,31,100k,2.0,small,2026-05-11 03:22:12.476270+00:00,6053,0,0.0,8.18,11.9,23.19,8.94,1.1209,50,1,0.0,0.0,0.00025709,0.037285,100000,500,11.512925464970229,50.0,1,0,0,0
svc-enterprise-microservice-512mb-standard-container,enterprise-microservice,fargate,512,standard,31,100k,2.0,small,2026-05-11 03:23:08.547847+00:00,6240,0,0.0,5.61,8.97,18.32,6.19,1.1556,250,1,0.0,0.0,0.00025635,0.037284,100000,500,11.512925464970229,50.0,1,0,0,0
svc-enterprise-microservice-2gb-standard-container,enterprise-microservice,fargate,2048,standard,31,100k,2.0,small,2026-05-11 03:35:41.208035+00:00,6038,0,0.0,6.75,9.42,16.45,7.22,1.1181,250,1,0.0,0.0,0.00024831,0.148358,100000,500,11.512925464970229,50.0,1,0,0,0
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,31,100k,2.0,small,2026-05-11 03:39:08.363218+00:00,6223,0,0.0,79.13,96.38,116.35,79.45,1.1524,50,0,0.0161,1361.67,0.0,0.005365,100000,500,11.512925464970229,50.0,0,0,0,1
svc-event-driven-api-512mb-slim-container,event-driven-api,fargate,512,slim,31,100k,2.0,small,2026-05-11 03:48:30.103139+00:00,5988,0,0.0,34.92,42.29,60.55,35.88,1.1089,50,0,0.0,0.0,0.00024909,0.037277,100000,500,11.512925464970229,50.0,0,1,0,0
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,31,100k,2.0,small,2026-05-11 03:59:21.598083+00:00,6454,0,0.0,106.88,121.35,134.13,108.99,1.1952,50,0,0.0155,4730.57,0.0,0.024738,100000,500,11.512925464970229,50.0,0,0,1,1
svc-event-driven-api-2gb-standard-container,event-driven-api,fargate,2048,standard,31,100k,2.0,small,2026-05-11 04:06:06.317410+00:00,6055,0,0.0,31.67,36.0,47.82,32.05,1.1213,250,0,0.0,0.0,0.00024732,0.148357,100000,500,11.512925464970229,50.0,0,1,0,0
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,31,100k,2.0,small,2026-05-11 04:31:47.675617+00:00,6305,0,0.0,102.12,115.8,123.47,104.34,1.1676,250,0,0.0,0.0,0.0,0.02319,100000,500,11.512925464970229,50.0,0,0,1,1
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,32,100k,2.0,medium,2026-05-11 04:35:45.206926+00:00,6285,0,0.0,32.99,40.83,47.97,33.73,1.1639,250,1,0.0,0.0,0.0,0.008323,100000,2000,11.512925464970229,200.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,32,100k,2.0,medium,2026-05-11 04:43:07.230947+00:00,6464,0,0.0,59.83,69.24,86.34,60.89,1.197,250,0,0.0155,690.03,0.0,0.004573,100000,2000,11.512925464970229,200.0,0,1,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,32,100k,2.0,medium,2026-05-11 04:46:40.097607+00:00,6679,0,0.0,68.47,81.5,95.26,69.65,1.2369,250,0,0.0,0.0,0.0,0.016842,100000,2000,11.512925464970229,200.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,32,100k,2.0,medium,2026-05-11 04:49:08.186815+00:00,6242,0,0.0,67.79,78.47,90.36,68.63,1.1559,50,0,0.016,1321.25,0.0,0.015528,100000,2000,11.512925464970229,200.0,0,0,0,1
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,32,100k,2.0,medium,2026-05-11 04:49:08.617189+00:00,6020,0,0.0,79.56,98.44,117.07,80.38,1.1148,250,0,0.0166,1470.34,0.0,0.005236,100000,2000,11.512925464970229,200.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,32,100k,2.0,medium,2026-05-11 04:51:02.898899+00:00,6261,0,0.0,32.71,40.82,46.93,33.6,1.1594,50,1,0.016,772.55,0.0,0.003005,100000,2000,11.512925464970229,200.0,1,0,0,1
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,32,100k,2.0,medium,2026-05-11 04:54:56.402575+00:00,6148,0,0.0,60.21,69.72,85.52,61.25,1.1385,50,0,0.0,0.0,0.0,0.004368,100000,2000,11.512925464970229,200.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,32,100k,2.0,medium,2026-05-11 04:57:30.806692+00:00,6247,0,0.0,299.8,321.82,340.26,300.12,1.1569,250,0,0.0,0.0,0.0,0.016873,100000,2000,11.512925464970229,200.0,0,0,1,1
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,32,100k,2.0,medium,2026-05-11 05:01:44.358365+00:00,6454,0,0.0,60.33,70.02,81.79,61.33,1.1952,250,0,0.0,0.0,0.0,0.014485,100000,2000,11.512925464970229,200.0,0,1,0,1
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,32,100k,2.0,medium,2026-05-11 05:24:11.757500+00:00,6299,0,0.0,79.34,97.85,115.76,79.86,1.1665,50,0,0.0159,1341.78,0.0,0.005452,100000,2000,11.512925464970229,200.0,0,0,0,1
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,32,100k,2.0,medium,2026-05-11 05:44:22.800757+00:00,6409,0,0.0,102.29,115.99,125.17,104.49,1.1869,50,0,0.0156,3764.8,0.0,0.023604,100000,2000,11.512925464970229,200.0,0,0,1,1
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,32,100k,2.0,medium,2026-05-11 06:16:49.707335+00:00,6255,0,0.0,102.78,117.99,130.45,105.46,1.1583,250,0,0.0,0.0,0.0,0.023239,100000,2000,11.512925464970229,200.0,0,0,1,1
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,33,100k,2.0,large,2026-05-11 06:20:49.853278+00:00,6193,0,0.0,32.83,40.72,46.49,33.75,1.1469,250,1,0.0,0.0,0.0,0.008206,100000,5000,11.512925464970229,500.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,33,100k,2.0,large,2026-05-11 06:28:07.857712+00:00,6387,0,0.0,60.03,69.13,83.68,61.05,1.1828,250,0,0.0157,763.25,0.0,0.004527,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,33,100k,2.0,large,2026-05-11 06:31:41.244218+00:00,6342,0,0.0,68.08,79.87,94.96,69.1,1.1744,250,0,0.0,0.0,0.0,0.015876,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,33,100k,2.0,large,2026-05-11 06:34:09.670992+00:00,6340,0,0.0,67.9,79.15,94.92,68.9,1.1741,50,0,0.0158,1470.35,0.0,0.015829,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,33,100k,2.0,large,2026-05-11 06:34:10.986516+00:00,5898,0,0.0,78.88,92.74,110.26,78.43,1.0922,250,0,0.017,1477.33,0.0,0.005034,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,33,100k,2.0,large,2026-05-11 06:36:03.114042+00:00,6625,0,0.0,32.89,40.85,47.31,33.76,1.2269,50,1,0.0151,415.77,0.0,0.003189,100000,5000,11.512925464970229,500.0,1,0,0,1
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,33,100k,2.0,large,2026-05-11 06:39:56.846498+00:00,6135,0,0.0,59.99,69.85,87.78,61.14,1.1361,50,0,0.0,0.0,0.0,0.004353,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,33,100k,2.0,large,2026-05-11 06:42:31.038436+00:00,6332,0,0.0,300.24,335.37,358.12,303.47,1.1726,250,0,0.0,0.0,0.0,0.01728,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,33,100k,2.0,large,2026-05-11 06:46:44.604346+00:00,5900,0,0.0,60.24,69.83,79.81,61.25,1.0926,250,0,0.0,0.0,0.0,0.013226,100000,5000,11.512925464970229,500.0,0,1,0,1
svc-batch-transform-512mb-slim-serverless,batch-transform,lambda,512,slim,33,100k,2.0,large,2026-05-11 07:09:16.315003+00:00,6117,0,0.0,79.67,98.44,118.38,80.58,1.1328,50,0,0.0163,1783.92,0.0,0.005331,100000,5000,11.512925464970229,500.0,0,0,0,1
svc-ml-inference-2gb-slim-serverless,ml-inference,lambda,2048,slim,33,100k,2.0,large,2026-05-11 07:29:27.493769+00:00,6462,0,0.0,102.9,119.88,134.37,105.74,1.1967,50,0,0.0155,4136.88,0.0,0.024069,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-ml-inference-2gb-standard-serverless,ml-inference,lambda,2048,standard,33,100k,2.0,large,2026-05-11 08:01:55.871639+00:00,6419,0,0.0,103.27,118.38,128.81,105.77,1.1887,250,0,0.0156,4296.37,0.0,0.023915,100000,5000,11.512925464970229,500.0,0,0,1,1
svc-enterprise-microservice-2gb-standard-serverless,enterprise-microservice,lambda,2048,standard,34,100k,4.0,small,2026-05-11 08:05:50.144485+00:00,6289,0,0.0,32.48,40.48,46.77,33.31,1.1646,250,1,0.0,0.0,0.0,0.008241,100000,500,11.512925464970229,50.0,1,0,0,1
svc-event-driven-api-512mb-standard-serverless,event-driven-api,lambda,512,standard,34,100k,4.0,small,2026-05-11 08:13:13.186360+00:00,6672,0,0.0,59.89,69.52,86.81,61.05,1.2356,250,0,0.015,718.37,0.0,0.004729,100000,500,11.512925464970229,50.0,0,1,0,1
svc-batch-transform-2gb-standard-serverless,batch-transform,lambda,2048,standard,34,100k,4.0,small,2026-05-11 08:16:48.951100+00:00,6320,0,0.0,68.11,81.0,92.8,69.19,1.1704,250,0,0.0,0.0,0.0,0.01584,100000,500,11.512925464970229,50.0,0,0,0,1
svc-batch-transform-512mb-standard-serverless,batch-transform,lambda,512,standard,34,100k,4.0,small,2026-05-11 08:19:11.533674+00:00,6635,0,0.0,79.71,98.37,118.33,80.24,1.2287,250,0,0.0151,1498.35,0.0,0.005764,100000,500,11.512925464970229,50.0,0,0,0,1
svc-batch-transform-2gb-slim-serverless,batch-transform,lambda,2048,slim,34,100k,4.0,small,2026-05-11 08:19:14.079408+00:00,6173,0,0.0,67.9,80.25,95.04,68.99,1.1431,50,0,0.0162,1428.83,0.0,0.01543,100000,500,11.512925464970229,50.0,0,0,0,1
svc-enterprise-microservice-512mb-slim-serverless,enterprise-microservice,lambda,512,slim,34,100k,4.0,small,2026-05-11 08:21:03.128513+00:00,5505,0,0.0,33.14,41.69,49.0,34.06,1.0194,50,1,0.0182,715.77,0.0,0.002664,100000,500,11.512925464970229,50.0,1,0,0,1
svc-event-driven-api-512mb-slim-serverless,event-driven-api,lambda,512,slim,34,100k,4.0,small,2026-05-11 08:25:15.573555+00:00,5691,0,0.0,60.63,71.42,91.86,62.08,1.0539,50,0,0.0176,1033.35,0.0,0.004082,100000,500,11.512925464970229,50.0,0,1,0,1
svc-ml-inference-512mb-standard-serverless,ml-inference,lambda,512,standard,34,100k,4.0,small,2026-05-11 08:27:33.513945+00:00,5999,0,0.0,303.61,340.74,360.98,311.1,1.1109,250,0,0.0167,4586.44,0.0,0.016752,100000,500,11.512925464970229,50.0,0,0,1,1
svc-event-driven-api-2gb-standard-serverless,event-driven-api,lambda,2048,standard,34,100k,4.0,small,2026-05-11 08:31:47.613465+00:00,5724,0,0.0,60.31,69.79,82.35,61.55,1.06,250,0,0.0,0.0,0.0,0.012889,100000,500,11.512925464970229,50.0,0,1,0,1
